Occupation,Sex,Age,Residency_in_Dormitory,Number_of_Family_Members,Parent_Cohabitation_Status,Mother_Education,Father_Education,Mother_Job_Category,Father_Job_Category,Criminal_Records,Legal_Guardian,Average_Sport_Activity_Per_Week,Average_Studying_Per_Week,Average_Grades_Previous_Semester,Having_Scholarship,Financial_Support_Parents,Using_Extracurricular_Classes,Having_Extracurricular_Activities,History_Mental_Illness,Willingness_to_Studying,History_Physical_Illness,Marital_Status_Relationship,Relationship_Quality_Family,Free_Time_After_Classes,Communication_Quality_Classmates,Alcohol_Consumption_Week,Alcohol_Consumption_Weekend,Number_of_Absences,Average_Student_Final_Grades,Academic_Performance
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,331.5501641430759,20.65176717064716,17.607483876953786,Yes,No,No,Yes,No,Very High,No,Relationship,Poor,433.6029279147358,Good,Low,1,6,16.14,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,134.95372387339,20.916491818843657,19.665878114417,No,No,Yes,Yes,No,High,No,Relationship,Poor,422.0937345108977,Good,Moderate,3,11,15.68,Good
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,244.9488089656866,12.558612189216394,10.577112799549663,Yes,Yes,No,No,No,Moderate,No,Single,Fair,253.6284592934454,Poor,High,4,10,8.95,Bad
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,183.9909187427959,7.724903711419886,10.242943577486912,Yes,Yes,No,No,No,Moderate,No,Single,Average,260.501560312978,Poor,High,9,4,9.22,Bad
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,198.801459520428,29.807033204031725,13.459220861569335,No,No,No,Yes,No,High,No,Relationship,Poor,373.8902586251437,Average,Moderate,2,4,13.76,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,286.99278984887724,21.931564087155216,16.973183325680388,No,No,Yes,Yes,Yes,High,No,Relationship,Extremely Poor,394.875590877016,Good,Moderate,6,6,14.6,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,215.5485029402737,16.167351752626324,11.379207322823016,Yes,Yes,No,Yes,No,Moderate,No,Single,Fair,313.1944265024863,Average,High,6,3,11.33,Average
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,217.68072553347432,8.9037369348201,8.238558904367364,Yes,Yes,No,No,No,Low,Yes,Single,Poor,206.0071283760736,Poor,Very High,5,8,7.04,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,255.07551361168612,11.425481372629232,14.494647536394726,Yes,Yes,No,Yes,No,High,No,Single,Average,335.63179050196646,Average,Moderate,6,8,12.23,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,154.45330893199804,28.42072317428985,19.47920681320769,No,Yes,Yes,Yes,No,Very High,No,Relationship,Extremely Poor,458.0962308001696,Good,Low,2,8,17.12,Very Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,121.25532328626954,19.10129552694437,12.695322264883346,Yes,Yes,Yes,Yes,No,High,No,Single,Fair,335.2820094060514,Average,Moderate,6,4,12.21,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,106.86335641852764,13.595303463994348,13.041614650197204,No,Yes,No,Yes,No,Moderate,No,Single,Good,324.420975552172,Average,High,6,5,11.78,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Services,Services,No,Father,42.35503874367987,22.07751384979725,19.62682060536845,No,Yes,Yes,Yes,No,Very High,No,Relationship,Very Good,475.4926397519314,Very Good,Low,8,3,17.82,Very Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,323.93449909582256,11.48481450042941,16.33529133952074,No,Yes,No,Yes,No,High,No,Relationship,Average,424.0162081163344,Good,Moderate,1,2,15.76,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,102.7754143994822,30.006744242243027,16.6300630741055,No,Yes,No,Yes,No,High,No,Relationship,Good,419.8992314599723,Good,Moderate,2,8,15.6,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,164.51224634899597,28.822404279173803,14.75242406445281,No,Yes,Yes,Yes,No,High,No,Relationship,Good,429.8932304602458,Good,Moderate,3,1,16.0,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,160.62306900777554,14.267407430377787,19.6953105303589,No,Yes,No,Yes,No,Very High,No,Relationship,Fair,434.9076575257497,Good,Low,7,6,16.2,Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,201.51846884663703,12.970638023753118,16.26639781310667,No,Yes,No,Yes,No,High,No,Relationship,Fair,373.4510286261568,Average,Moderate,0,9,13.74,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,237.1016048777508,1.0,18.740393019262036,No,Yes,No,Yes,Yes,High,No,Relationship,Fair,400.28768765875617,Good,Moderate,1,7,14.81,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,240.23314418518217,6.147353827589056,16.392546388798653,Yes,Yes,Yes,Yes,No,High,No,Relationship,Good,420.4305271432426,Good,Moderate,1,2,15.62,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,139.1845793001743,7.28424180033795,16.821389898084753,No,Yes,Yes,Yes,No,High,No,Relationship,Very Good,419.07027362482427,Good,Moderate,1,3,15.56,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,168.3014800349512,19.081522727899088,11.484931065706958,No,No,Yes,Yes,No,High,No,Single,Extremely Poor,333.2862123016866,Average,Moderate,1,1,12.13,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,199.78059653418097,15.390130364469124,11.641744376165828,No,Yes,Yes,Yes,No,Moderate,No,Single,Fair,313.9969384001558,Average,High,6,3,11.36,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,162.59162116715171,7.237316100678068,17.39581579491235,No,Yes,Yes,Yes,No,High,No,Relationship,Average,383.97075559701705,Good,Moderate,5,7,14.16,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,292.5141903213995,15.750687660283544,11.560475470038796,No,Yes,No,No,No,Moderate,No,Single,Fair,296.3095529495045,Average,High,6,6,10.65,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,214.3682466146776,22.042697181178788,14.75324084961838,No,Yes,Yes,Yes,No,High,No,Relationship,Very Good,396.735737465548,Good,Moderate,5,4,14.67,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,231.44144502348723,22.2227147993247,10.992227730880424,No,Yes,Yes,Yes,No,Moderate,No,Single,Fair,308.5316144357491,Average,High,9,3,11.14,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,226.40168880671888,2.80263775312895,17.803800569708834,Yes,No,No,Yes,No,Very High,No,Relationship,Very Good,439.4542910690277,Good,Low,0,2,16.38,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,262.14317002397274,16.973892156129352,9.32601621473228,No,Yes,No,No,No,Moderate,No,Single,Fair,271.5632272610893,Poor,High,5,4,9.66,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,192.6715091092595,6.933273784227117,17.95335967713997,No,Yes,No,Yes,No,Very High,No,Relationship,Good,435.3881807765284,Good,Low,3,2,16.22,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,89.22176364309074,25.21382957712219,15.232757606091225,No,Yes,Yes,Yes,Yes,High,No,Relationship,Very Good,384.4309918127842,Good,Moderate,8,5,14.18,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,207.9781566226849,24.27317133082799,10.242914417924927,No,Yes,No,No,No,Moderate,No,Single,Extremely Poor,292.8508038679328,Average,High,5,4,10.51,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,134.40501743457196,10.815782189404333,14.50442462607342,No,Yes,No,Yes,No,Moderate,No,Single,Fair,313.120737377725,Average,High,8,8,11.32,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,142.99683227751703,11.8716383807968,11.389986042168086,No,Yes,No,No,No,Moderate,No,Single,Good,275.7891810315249,Poor,High,7,7,9.83,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,221.0454813128565,14.309863596013544,11.88160801676596,No,Yes,No,Yes,No,High,No,Single,Average,331.7226713752689,Average,Moderate,4,2,12.07,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,266.6798150003545,1.0,12.218336499162564,No,Yes,Yes,No,No,Moderate,No,Single,Extremely Poor,285.86596225284313,Poor,High,9,2,10.23,Bad
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,181.4890103715243,20.68774538752461,8.759830963667852,No,Yes,No,No,No,Moderate,No,Single,Good,276.35416069112165,Poor,High,6,3,9.85,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,201.61831088192747,15.817243629278954,19.83154021281701,No,Yes,No,Yes,No,Very High,No,Relationship,Very Good,442.9518372360562,Good,Low,7,8,16.52,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,299.15504612446665,25.761400660542872,8.37841553757469,Yes,Yes,Yes,No,No,Moderate,No,Single,Poor,274.0646412494275,Poor,High,4,5,9.76,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,196.85272256419975,9.21272625629958,15.94996247821134,No,Yes,Yes,Yes,No,High,No,Relationship,Average,356.5940480294174,Average,Moderate,7,7,13.06,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,362.1178179926277,13.047016414000549,12.454731773089168,No,Yes,No,No,Yes,Moderate,No,Single,Average,281.0639310841416,Poor,High,9,9,10.04,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,219.58567519420808,5.947797935687078,15.752123491360386,No,Yes,No,Yes,No,Moderate,No,Single,Poor,313.50278835566235,Average,High,8,10,11.34,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,56.746606859092765,9.965675492045976,12.274979037051006,Yes,Yes,Yes,Yes,No,Moderate,No,Single,Good,313.01563252896347,Average,High,4,5,11.32,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,232.7339134773173,8.544144031454248,16.085007755106304,Yes,No,No,Yes,No,High,No,Relationship,Good,361.2071198640221,Average,Moderate,7,7,13.25,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,206.68108694179443,25.967789430771568,16.750826113620327,No,Yes,Yes,Yes,No,High,No,Relationship,Very Good,413.20493724523817,Good,Moderate,8,7,15.33,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,270.28269278579216,12.413905209988862,16.286631684795736,Yes,Yes,No,Yes,No,High,No,Relationship,Average,397.6673645438732,Good,Moderate,0,7,14.71,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,227.12269458889708,18.99340547795691,9.367543776297827,No,No,No,No,No,Moderate,No,Single,Good,263.03660645083505,Poor,High,6,6,9.32,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,170.30808112113584,14.953892769105565,15.882718815856215,Yes,Yes,No,Yes,No,High,No,Relationship,Poor,388.0708502162668,Good,Moderate,6,3,14.32,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,94.2991234597444,7.844277871897496,11.359850593449169,No,Yes,No,No,No,Moderate,No,Single,Good,283.2456138894929,Poor,High,1,7,10.13,Bad
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,165.36837198997824,16.65359661462686,8.345616446832002,No,Yes,Yes,No,No,Moderate,No,Single,Average,267.1464806534848,Poor,High,1,4,9.49,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,120.463568205349,22.79282665490876,12.977968062667449,No,Yes,Yes,Yes,No,High,No,Single,Good,330.252458690285,Average,Moderate,7,7,12.01,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,139.36335851366945,8.337924859653182,13.202517233645612,No,No,Yes,Yes,No,Moderate,No,Single,Extremely Poor,312.06236418461884,Average,High,6,3,11.28,Average
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,221.20048830944268,24.47290232585103,13.60608960022936,No,Yes,Yes,Yes,No,High,No,Relationship,Poor,379.78650447452446,Average,Moderate,2,3,13.99,Average
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,296.89331530459845,11.202232628178429,16.457889984688595,No,No,Yes,Yes,No,High,No,Relationship,Poor,369.2685256260542,Average,Moderate,9,5,13.57,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,207.62700708760863,14.136128591417274,11.706125709709507,No,Yes,Yes,Yes,Yes,Moderate,No,Single,Fair,310.8052906855565,Average,High,3,4,11.23,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,96.2881856575371,22.24546498408038,11.783366157247071,No,Yes,Yes,Yes,No,High,No,Single,Good,347.11397204893075,Average,Moderate,2,3,12.68,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,211.12218677540983,12.692510742244096,8.726627074895127,No,Yes,No,No,Yes,Moderate,No,Single,Very Good,236.74979715845447,Poor,High,3,8,8.27,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,263.7642040651956,18.300598874686926,16.24185459190755,Yes,Yes,No,Yes,No,High,No,Relationship,Poor,397.3084401670499,Good,Moderate,9,3,14.69,Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,137.31519669764324,15.48247336969526,14.813913096795009,Yes,Yes,Yes,Yes,Yes,High,No,Relationship,Good,371.2033476871152,Average,Moderate,4,5,13.65,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,170.61879833289575,19.034944053630547,12.193101352325456,Yes,Yes,Yes,Yes,No,Moderate,No,Single,Extremely Poor,310.2386060539904,Average,High,9,4,11.21,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,181.02817363104376,1.0,16.462267747008255,Yes,Yes,Yes,Yes,No,High,No,Relationship,Average,393.6984739963596,Good,Moderate,0,4,14.55,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,125.0571180842432,3.362545478335337,14.448292990722528,No,Yes,Yes,Yes,No,High,No,Relationship,Average,363.4606515648912,Average,Moderate,5,0,13.34,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,225.37963036907013,22.927736048374705,13.630939350446477,No,Yes,No,Yes,Yes,High,No,Single,Fair,347.8097951740139,Average,Moderate,4,6,12.71,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,171.5336295974553,26.2974512451924,14.135894523933516,No,No,Yes,Yes,No,High,No,Single,Fair,352.4908411426496,Average,Moderate,4,8,12.9,Average
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,209.36727107349196,10.71610637174783,15.636177503204678,No,Yes,Yes,Yes,No,High,No,Relationship,Very Good,379.1685564228753,Average,Moderate,8,4,13.97,Average
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,117.875547553853,16.047773182630927,15.920031254895193,No,Yes,No,Yes,No,High,No,Relationship,Poor,396.8471608922825,Good,Moderate,2,3,14.67,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,149.37791897736128,20.35775402321841,11.467493829688609,Yes,No,Yes,Yes,No,High,No,Relationship,Very Good,357.0992365014726,Average,Moderate,2,1,13.08,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,230.566695047944,23.54574081326963,9.68892036069384,No,No,No,No,No,Moderate,No,Single,Poor,272.54100242395225,Poor,High,8,4,9.7,Bad
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,153.9016793535763,1.7785818266332107,9.879610174286224,Yes,No,Yes,No,No,Moderate,No,Single,Poor,235.66953205588803,Poor,High,7,4,8.23,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,300.88746958633834,10.911678024172982,15.67269063083602,No,Yes,Yes,Yes,No,High,No,Single,Extremely Poor,344.57856752618306,Average,Moderate,8,7,12.58,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,152.02546700697783,15.339364961201,18.474479429205516,Yes,Yes,No,Yes,No,Very High,No,Relationship,Fair,437.416430462274,Good,Low,9,2,16.3,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,195.727930802632,23.625121577888397,12.913955340146622,No,No,No,No,No,Moderate,No,Single,Fair,300.1487569845073,Average,High,9,9,10.81,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,245.2813582311163,37.98744386977196,10.034241923953548,No,Yes,No,Yes,Yes,Moderate,No,Single,Average,308.4853812673082,Average,High,7,6,11.14,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,80.71439869468779,16.175954185522258,17.079229979526254,Yes,Yes,No,Yes,No,High,No,Relationship,Fair,418.933721053724,Good,Moderate,6,2,15.56,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,56.74338316134569,6.74418030316809,17.98987369303338,No,Yes,No,Yes,No,High,No,Relationship,Fair,413.4603848337243,Good,Moderate,1,4,15.34,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,73.20405798009337,21.218144617610385,18.5669893174516,No,Yes,No,Yes,No,Very High,No,Relationship,Extremely Poor,437.8813608446126,Good,Low,4,4,16.32,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,268.38088723990273,28.56796631632568,15.2819771469648,No,No,Yes,Yes,No,High,No,Relationship,Very Good,393.53668479616266,Good,Moderate,9,6,14.54,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,141.36992978752872,18.864112967836007,18.328742712657014,No,Yes,No,Yes,No,Very High,No,Relationship,Poor,436.3126798371985,Good,Low,6,3,16.25,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,359.0739499967776,10.746811638765656,8.184979501380893,No,Yes,No,No,No,Moderate,No,Single,Very Good,258.1348966878289,Poor,High,4,4,9.13,Bad
